added_predicates,comparison_basis,dataset,file,idx,num_added_triples,num_matched_predicates,num_matched_source_triples,num_omitted_triples,num_predicted_predicates,num_source_triples,omitted_predicates,omitted_triples,position,pred,source_input,task,triple_set_id
professionField,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1474,1,1,1,1,2,2,professionalField,Constant_von_Wurzbach professionalField Mathematical_optimization,1474,influencedBy professionField,[TRIPLE] Constant_von_Wurzbach  influencedBy  Claire_Holt [/TRIPLE] [TRIPLE] Constant_von_Wurzbach  professionalField  Mathematical_optimization [/TRIPLE],ordering,1474
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1480,0,5,5,1,5,6,location,Tajne_Wojskowe_Zakłady_Wydawnicze location Ho_Chi_Minh_City,1480,city state wasGivenTheTechnicalCampusStatusBy director campus,[TRIPLE] Bangabasi_Morning_College  campus  The_Progressive_Motion_Picture_Company [/TRIPLE] [TRIPLE] Tajne_Wojskowe_Zakłady_Wydawnicze  location  Ho_Chi_Minh_City [/TRIPLE] [TRIPLE] Bangabasi_Morning_College  director  Virginia_DeMarce [/TRIPLE] [TRIPLE] Bangabasi_Morning_College  city  TEAM2_ecotechnology_cluster [/TRIPLE] [TRIPLE] Bangabasi_Morning_College  wasGivenTheTechnicalCampusStatusBy  Tajne_Wojskowe_Zakłady_Wydawnicze [/TRIPLE] [TRIPLE] Bangabasi_Morning_College  state  Andhra_Pradesh [/TRIPLE],ordering,1480
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1503,0,5,5,2,5,7,staff | numberOfDoctoralStudents,University_of_Rennes_2_–_Upper_Brittany staff 83.2104 || University_of_Rennes_2_–_Upper_Brittany numberOfDoctoralStudents 1544,1503,campus country numberOfPostgraduateStudents numberOfUndergraduateStudents numberOfStudents,[TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfUndergraduateStudents  418476000000.0 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  staff  83.2104 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfStudents  20378.5 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfDoctoralStudents  1544 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  campus  Veuvey-sur-Ouche [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfPostgraduateStudents  1777539 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  country  Israel [/TRIPLE],ordering,1503
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1514,0,5,5,1,5,6,type,Yammer_Inc. type S.A._(corporation),1514,location location numberOfEmployees subsidiary netIncome,[TRIPLE] Yammer_Inc.  location  Israel [/TRIPLE] [TRIPLE] Yammer_Inc.  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Yammer_Inc.  subsidiary  Carlsberg_Group [/TRIPLE] [TRIPLE] Yammer_Inc.  netIncome  1249.6 [/TRIPLE] [TRIPLE] Yammer_Inc.  numberOfEmployees  +2 [/TRIPLE] [TRIPLE] Yammer_Inc.  location  Itamarati_de_Minas [/TRIPLE],ordering,1514
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1516,0,2,2,1,2,3,training,János_Bolyai training School_of_Applied_Arts_in_Stuttgart,1516,nationality birthDate,[TRIPLE] János_Bolyai  birthDate  1929-06-11 [/TRIPLE] [TRIPLE] János_Bolyai  nationality  People's_Republic_of_China [/TRIPLE] [TRIPLE] János_Bolyai  training  School_of_Applied_Arts_in_Stuttgart [/TRIPLE],ordering,1516
profession,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1519,1,2,2,1,3,3,professionalField,Björn_Otto professionalField Dyson_sphere,1519,birthDate doctoralAdvisor profession,[TRIPLE] Björn_Otto  professionalField  Dyson_sphere [/TRIPLE] [TRIPLE] Björn_Otto  doctoralAdvisor  An_account_of_Nepenthes_in_New_Guinea [/TRIPLE] [TRIPLE] Björn_Otto  birthDate  1958-01-01 [/TRIPLE],ordering,1519
production,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1520,1,2,2,1,3,3,producer,Rosetta producer Louis_Armstrong,1520,production type runtime,[TRIPLE] Rosetta  producer  Louis_Armstrong [/TRIPLE] [TRIPLE] Rosetta  runtime  58.41 [/TRIPLE] [TRIPLE] Rosetta  type  EP_album [/TRIPLE],ordering,1520
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1526,0,4,4,1,4,5,icaoLocationIdentifier,Portimão_Airport icaoLocationIdentifier Wagga_Wagga_Airport,1526,operatingOrganisation elevationAboveTheSeaLevel runwayName runwaySurfaceType,"[TRIPLE] Portimão_Airport  operatingOrganisation  ZG_Raiffeisen [/TRIPLE] [TRIPLE] Portimão_Airport  icaoLocationIdentifier  Wagga_Wagga_Airport [/TRIPLE] [TRIPLE] Portimão_Airport  elevationAboveTheSeaLevel  94.0 [/TRIPLE] [TRIPLE] Portimão_Airport  runwayName  ""08/26"" [/TRIPLE] [TRIPLE] Portimão_Airport  runwaySurfaceType  pykrete [/TRIPLE]",ordering,1526
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1532,0,2,2,1,2,3,industry,Pier_Paolo_Pasolini industry paper,1532,operatingIncome revenue,[TRIPLE] Pier_Paolo_Pasolini  operatingIncome  83.0 [/TRIPLE] [TRIPLE] Pier_Paolo_Pasolini  industry  paper [/TRIPLE] [TRIPLE] Pier_Paolo_Pasolini  revenue  2900 [/TRIPLE],ordering,1532
editor,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1537,1,4,4,1,5,5,editing,"Dead_like_Me:_Life_After_Death editing ""B.M._Reddy""",1537,language distributor distributor runtime editor,"[TRIPLE] Dead_like_Me:_Life_After_Death  editing  ""B.M._Reddy"" [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  language  en [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  runtime  1777539 [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  distributor  Bavaria_Film [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  distributor  Constellation_Energy_(2022) [/TRIPLE]",ordering,1537
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1540,0,3,3,1,3,4,mission,Harbhajan_Singh mission Mercury-Atlas_8,1540,birthPlace birthDate mission,[TRIPLE] Harbhajan_Singh  mission  Shenzhou_10 [/TRIPLE] [TRIPLE] Harbhajan_Singh  mission  Mercury-Atlas_8 [/TRIPLE] [TRIPLE] Harbhajan_Singh  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Harbhajan_Singh  birthPlace  Wu_County [/TRIPLE],ordering,1540
occupation,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1542,1,4,4,2,5,6,citizenship | professionalField,Neil_Young citizenship Brazil || Neil_Young professionalField Mathematical_optimization,1542,birthDate almaMater influencedBy occupation knownFor,[TRIPLE] Neil_Young  influencedBy  Michela_Figini [/TRIPLE] [TRIPLE] Neil_Young  citizenship  Brazil [/TRIPLE] [TRIPLE] Neil_Young  birthDate  1908-05-02 [/TRIPLE] [TRIPLE] Neil_Young  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Neil_Young  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Neil_Young  almaMater  University_of_Bonn [/TRIPLE],ordering,1542
doctoralField,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1544,1,5,5,1,6,6,professionalField,Ptolemy_IX_Lathyros professionalField Fock–Lorentz_symmetry,1544,birthPlace birthDate doctoralAdvisor knownFor doctoralField knownFor,[TRIPLE] Ptolemy_IX_Lathyros  professionalField  Fock–Lorentz_symmetry [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  knownFor  Carter_constant [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  knownFor  Löwenheim–Skolem_theorem [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  doctoralAdvisor  An_account_of_Nepenthes_in_New_Guinea [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  birthPlace  England [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  birthDate  1726-01-01 [/TRIPLE],ordering,1544
ICAOLocationIdentifier,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1549,1,2,2,1,3,3,icaoLocationIdentifier,Ballarat_Airfield icaoLocationIdentifier Leongatha_Airport,1549,postalCode location ICAOLocationIdentifier,[TRIPLE] Ballarat_Airfield  location  Parak [/TRIPLE] [TRIPLE] Ballarat_Airfield  icaoLocationIdentifier  Leongatha_Airport [/TRIPLE] [TRIPLE] Parak  postalCode  MK44 [/TRIPLE],ordering,1549
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1553,0,3,3,1,3,4,producer,Blood_Monkey producer Laura_Chiesa,1553,broadcastedBy director editor,[TRIPLE] Blood_Monkey  director  Laura_Chiesa [/TRIPLE] [TRIPLE] Blood_Monkey  producer  Laura_Chiesa [/TRIPLE] [TRIPLE] Blood_Monkey  broadcastedBy  Harpo_Productions [/TRIPLE] [TRIPLE] Blood_Monkey  editor  Joachim_Löw [/TRIPLE],ordering,1553
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1555,0,4,4,2,4,6,producer | artist,Ems-Supérieur producer Bastille || Ems-Supérieur artist Bastille,1555,genre followedBy recordLabel releaseDate,"[TRIPLE] Ems-Supérieur  releaseDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Ems-Supérieur  followedBy  Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness [/TRIPLE] [TRIPLE] Ems-Supérieur  genre  Alpine_folk_music [/TRIPLE] [TRIPLE] Ems-Supérieur  producer  Bastille [/TRIPLE] [TRIPLE] Ems-Supérieur  artist  Bastille [/TRIPLE] [TRIPLE] Ems-Supérieur  recordLabel  MPL_Communications [/TRIPLE]",ordering,1555
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1558,0,4,4,1,4,5,producer,Julius_Caesar producer Jan_Vapaavuori,1558,broadcastedBy runtime editor director,[TRIPLE] Julius_Caesar  director  Jan_Vapaavuori [/TRIPLE] [TRIPLE] Julius_Caesar  producer  Jan_Vapaavuori [/TRIPLE] [TRIPLE] Julius_Caesar  broadcastedBy  Kasander_Film [/TRIPLE] [TRIPLE] Julius_Caesar  editor  Magdalena_Mroczkiewicz [/TRIPLE] [TRIPLE] Julius_Caesar  runtime  1095.0 [/TRIPLE],ordering,1558
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1559,0,3,3,2,3,5,training | professionalField,Fan_Zhen training School_of_Applied_Arts_in_Stuttgart || Fan_Zhen professionalField video_journalist,1559,nationality birthDate deathDate,"[TRIPLE] Fan_Zhen  deathDate  2006-09-06 [/TRIPLE] [TRIPLE] Fan_Zhen  nationality  Turkey [/TRIPLE] [TRIPLE] Fan_Zhen  training  School_of_Applied_Arts_in_Stuttgart [/TRIPLE] [TRIPLE] Fan_Zhen  birthDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Fan_Zhen  professionalField  video_journalist [/TRIPLE]",ordering,1559
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1562,0,4,4,1,4,5,citizenship,Christian_Wulff citizenship Israel,1562,birthPlace birthDate nationality residence,[TRIPLE] Christian_Wulff  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Christian_Wulff  residence  Jinzhong [/TRIPLE] [TRIPLE] Christian_Wulff  citizenship  Israel [/TRIPLE] [TRIPLE] Christian_Wulff  birthPlace  Israel [/TRIPLE] [TRIPLE] Christian_Wulff  nationality  Tongans [/TRIPLE],ordering,1562
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1564,0,2,2,1,2,3,birthPlace,Helmut_Kohl birthPlace Mali_Empire,1564,birthPlace birthDate,[TRIPLE] Helmut_Kohl  birthPlace  Hednesford_Town_F.C. [/TRIPLE] [TRIPLE] Helmut_Kohl  birthDate  1987-08-25 [/TRIPLE] [TRIPLE] Helmut_Kohl  birthPlace  Mali_Empire [/TRIPLE],ordering,1564
author,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1565,1,1,1,1,2,2,writer,Mermaid_(Train_song) writer Plato,1565,recordLabel author,[TRIPLE] Mermaid_(Train_song)  recordLabel  AXR_Music_Oy [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Plato [/TRIPLE],ordering,1565
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1572,0,2,2,1,2,3,producer,Méditerranée producer Arch_Enemy,1572,genre followedBy,[TRIPLE] Méditerranée  followedBy  Swizz_Beatz_Presents_G.H.E.T.T.O._Stories [/TRIPLE] [TRIPLE] Méditerranée  genre  Baroque_music [/TRIPLE] [TRIPLE] Méditerranée  producer  Arch_Enemy [/TRIPLE],ordering,1572
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1573,0,3,3,1,3,4,deathPlace,Douglas_Adams deathPlace Los_Angeles,1573,birthPlace deathPlace deathDate,[TRIPLE] Douglas_Adams  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Douglas_Adams  deathPlace  Mexico [/TRIPLE] [TRIPLE] Douglas_Adams  deathDate  1929-06-11 [/TRIPLE] [TRIPLE] Douglas_Adams  deathPlace  Los_Angeles [/TRIPLE],ordering,1573
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1574,0,3,3,1,3,4,genre,Gangnam_Style genre flamenco,1574,genre stylisticOrigin stylisticOrigin,[TRIPLE] Gangnam_Style  genre  oshare_kei [/TRIPLE] [TRIPLE] flamenco  stylisticOrigin  jingle [/TRIPLE] [TRIPLE] Gangnam_Style  genre  flamenco [/TRIPLE] [TRIPLE] oshare_kei  stylisticOrigin  African_hip_hop [/TRIPLE],ordering,1574
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1582,0,3,3,1,3,4,professionalField,Socrates professionalField Teaching_Specimen,1582,birthPlace spouse deathDate,[TRIPLE] Socrates  deathDate  2006-09-06 [/TRIPLE] [TRIPLE] Socrates  birthPlace  Kalmar_Union [/TRIPLE] [TRIPLE] Socrates  spouse  Piero_Gros [/TRIPLE] [TRIPLE] Socrates  professionalField  Teaching_Specimen [/TRIPLE],ordering,1582
recordIn | recordIn,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1583,2,2,2,2,4,4,recordedIn | recordedIn,Nach_der_verlorenen_Zeit recordedIn France || Nach_der_verlorenen_Zeit recordedIn Santiago,1583,precededBy recordIn recordIn runtime,[TRIPLE] Nach_der_verlorenen_Zeit  runtime  20378.5 [/TRIPLE] [TRIPLE] Nach_der_verlorenen_Zeit  recordedIn  France [/TRIPLE] [TRIPLE] Nach_der_verlorenen_Zeit  recordedIn  Santiago [/TRIPLE] [TRIPLE] Nach_der_verlorenen_Zeit  precededBy  Arch_Enemy [/TRIPLE],ordering,1583
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1596,0,2,2,1,2,3,album,Twisted_Pictures album Showtime,1596,followedBy album,[TRIPLE] Mermaid_(Train_song)  followedBy  Twisted_Pictures [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  Eternium [/TRIPLE] [TRIPLE] Twisted_Pictures  album  Showtime [/TRIPLE],ordering,1596
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1597,0,4,4,1,4,5,city,Serbia_and_Montenegro_Air_Traffic_Services_Agency city Acebedo,1597,location country operatingOrganisation elevationAboveTheSeaLevel,[TRIPLE] Cairo_International_Airport  operatingOrganisation  Serbia_and_Montenegro_Air_Traffic_Services_Agency [/TRIPLE] [TRIPLE] Cairo_International_Airport  location  Zuia [/TRIPLE] [TRIPLE] Serbia_and_Montenegro_Air_Traffic_Services_Agency  city  Acebedo [/TRIPLE] [TRIPLE] Cairo_International_Airport  elevationAboveTheSeaLevel  282838.0 [/TRIPLE] [TRIPLE] Zuia  country  Mexico [/TRIPLE],ordering,1597
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1605,0,4,4,1,4,5,staff,Sorbonne_Nouvelle-Paris_3 staff 17000,1605,city numberOfUndergraduateStudents numberOfStudents numberOfDoctoralStudents,[TRIPLE] Sorbonne_Nouvelle-Paris_3  numberOfUndergraduateStudents  1777539 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  staff  17000 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  numberOfStudents  2000000.0 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  numberOfDoctoralStudents  1003 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  city  Marcheseuil [/TRIPLE],ordering,1605
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1606,0,4,4,1,4,5,artist,Proof_of_Youth artist Deftones,1606,genre precededBy recordLabel recordLabel,[TRIPLE] Proof_of_Youth  artist  Deftones [/TRIPLE] [TRIPLE] Proof_of_Youth  genre  swing_revival [/TRIPLE] [TRIPLE] Proof_of_Youth  precededBy  Within_Temptation [/TRIPLE] [TRIPLE] Proof_of_Youth  recordLabel  Cube_Entertainment [/TRIPLE] [TRIPLE] Proof_of_Youth  recordLabel  Voices_Music_and_Entertainment [/TRIPLE],ordering,1606
time_in_China,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1607,1,3,3,1,4,4,timeZone,Białystok timeZone UTC−10:00,1607,birthPlace weight timeZone time_in_China,[TRIPLE] Harry_Mulisch  birthPlace  Białystok [/TRIPLE] [TRIPLE] Harry_Mulisch  weight  282838.0 [/TRIPLE] [TRIPLE] Białystok  timeZone  time_in_China [/TRIPLE] [TRIPLE] Białystok  timeZone  UTC−10:00 [/TRIPLE],ordering,1607
author | battlestar_galalactica | creator | record,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1610,4,0,0,5,4,5,writer | writer | producer | album | format,Mermaid_(Train_song) writer Zaunpfahl || Mermaid_(Train_song) writer Battlestar_Galactica || Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) album Tears_on_Tape || Mermaid_(Train_song) format direct-to-video,1610,author battlestar_galalactica creator record,[TRIPLE] Mermaid_(Train_song)  writer  Zaunpfahl [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Battlestar_Galactica [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  Tears_on_Tape [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  format  direct-to-video [/TRIPLE],ordering,1610
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1612,0,3,3,1,3,4,citizenship,"Manuela_M._Veloso citizenship ""United_States""",1612,birthDate birthPlace nationality,"[TRIPLE] Manuela_M._Veloso  birthDate  1944-07-28 [/TRIPLE] [TRIPLE] Manuela_M._Veloso  citizenship  ""United_States"" [/TRIPLE] [TRIPLE] Manuela_M._Veloso  birthPlace  ""United_States"" [/TRIPLE] [TRIPLE] Manuela_M._Veloso  nationality  Norfolk_Islanders [/TRIPLE]",ordering,1612
fado | creator,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1621,2,3,3,3,5,6,releaseDate | producer | artist,"Ozama releaseDate ""1986-04-15"" || Ozama producer Sœurs_Goadec || Ozama artist Sœurs_Goadec",1621,genre genre fado creator followedBy,"[TRIPLE] Ozama  releaseDate  ""1986-04-15"" [/TRIPLE] [TRIPLE] Ozama  followedBy  Phantasmagoria [/TRIPLE] [TRIPLE] Ozama  genre  fado [/TRIPLE] [TRIPLE] Ozama  producer  Sœurs_Goadec [/TRIPLE] [TRIPLE] Ozama  artist  Sœurs_Goadec [/TRIPLE] [TRIPLE] Ozama  genre  doo-wop [/TRIPLE]",ordering,1621
recordDate,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1638,1,2,2,2,3,4,producer | artist,Frise_(department) producer The_Futureheads || Frise_(department) artist The_Futureheads,1638,recordLabel recordDate releaseDate,[TRIPLE] Frise_(department)  releaseDate  1991-12-09 [/TRIPLE] [TRIPLE] Frise_(department)  producer  The_Futureheads [/TRIPLE] [TRIPLE] Frise_(department)  artist  The_Futureheads [/TRIPLE] [TRIPLE] Frise_(department)  recordLabel  Buddah_Records [/TRIPLE],ordering,1638
,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1639,0,3,3,1,3,4,birthPlace,Nicolas_Maurice-Belay birthPlace Icelandic_Commonwealth,1639,birthPlace birthDate deathDate,[TRIPLE] Nicolas_Maurice-Belay  birthPlace  Ilkeston_F.C. [/TRIPLE] [TRIPLE] Nicolas_Maurice-Belay  birthDate  2001-10-16 [/TRIPLE] [TRIPLE] Nicolas_Maurice-Belay  deathDate  2009-06-01 [/TRIPLE] [TRIPLE] Nicolas_Maurice-Belay  birthPlace  Icelandic_Commonwealth [/TRIPLE],ordering,1639
country,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1640,1,2,2,0,3,2,,,1640,leaderTitle country citizenship,[TRIPLE] Rolf_Turkka  citizenship  Mexico [/TRIPLE] [TRIPLE] Mexico  leaderTitle  trainee [/TRIPLE],ordering,1640
author | IdbId,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1641,2,2,2,2,4,4,imdbId | writer,Top_Secret imdbId 98.0 || Top_Secret writer Adolf_Hitler,1641,director director author IdbId,[TRIPLE] Top_Secret  imdbId  98.0 [/TRIPLE] [TRIPLE] Top_Secret  director  Annelise_Coberger [/TRIPLE] [TRIPLE] Top_Secret  director  Adolf_Hitler [/TRIPLE] [TRIPLE] Top_Secret  writer  Adolf_Hitler [/TRIPLE],ordering,1641
inauguration,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1644,1,0,0,1,1,1,producer,Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness producer inauguration,1644,inauguration,[TRIPLE] Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness  producer  inauguration [/TRIPLE],ordering,1644
author | production_team,webnlg17_input,counterfactual,results/ordering/counterfactual_ordering.json,1645,2,1,1,2,3,3,producer | writer,Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) writer Adolf_Hitler,1645,followedBy author production_team,[TRIPLE] Mermaid_(Train_song)  followedBy  New_Theatres [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Adolf_Hitler [/TRIPLE],ordering,1645
