Source,Translation
"Estadio Jorge Luis Hirschi is located in Tiros and is the ground for U.S.D. Novese, a team participating in Torneo Argentino A league based in the United States. U.S.D. Novese has approximately 41.85 billion members and their home stadium is Estadio Jorge Luis Hirschi.",.يقع ملعب خورخي لويس هيرشي في تييروس وهو الملعب الرئيسي لفريق يو.إس.دي نوفيسي، الذي يشارك في دوري تورنو أرجنتينو أيه الذي يتخذ من الولايات المتحدة مقراً له. ويضم فريق يو.إس.دي نوفيسي ما يقرب من 41.85 مليار عضو، وملعبهم الأساسي هو ملعب خورخي لويس هيرشي
"Roberto Silva Renard, born in 1776 as Janis Joplin, studied at Hongik University but is best known for her contribution to the field of physics, specifically for the discovery of the fluctuation theorem. She passed away in Leningrad, USSR.",ولد روبرتو سيلفا رينارد، الذي عُرف باسم جانيس جوبلين عام 1776، درس في جامعة هونجيك ولكنه اشتهر بمساهماته في مجال الفيزياء، وتحديدًا اكتشاف مُبرهن التذبذب. توفي في لينينغراد، الاتحاد السوفيتي.
The artist and producer Dalai Lama 10 Tsultrim Gyatso is known as Bloodgood.,.يعرف الفنان والمنتج دالاي لاما 10 تسولتريم غياتسو باسم بلودجود
"Angela Merkel and Heinrich Lübke both starred in the German film ""Gespaltene Persönlichkeit."" Merkel's place of death is Les Bons.",".شاركت أنجيلا ميركل وهينريش لوبكه في بطولة الفيلم الألماني ""جيسبالتيني بيرسونليشكايت"". مكان وفاة ميركل هو ليس بونس"
"Mariano Ferreira Filho is the leader of Távora, which is a part of Jalisco.",ماريانو فيريرا فيلهو هو زعيم تافورا، التي هي جزء من خاليسكو.
"The Santa Apolónia Station in New Jersey was completed on June 11, 1929, and is currently tenanted by the Audencia Business School. It was designed by José Manuel Durão Barroso.",.تم الانتهاء من محطة سانتا أبولونيا في نيوجيرسي في 11 يونيو 1929، وتحتلها حاليًا مدرسة أودينسيا للأعمال. صممه خوسيه مانويل دوراو باروسو
"The British comedy series ""Parks and Recreation,"" created by Steve Bright, is broadcasted by Cage Warriors at NDR-Hörfunkstudios in Hamburg-Rothenbaum.",".مسلسل الكوميديا البريطاني "" الحدائق والاستجمام "" الذي أنشأه ستيف برايت، يتم بثه من قبل محاربي القفص في استوديوهات NDR-Hörfunkstudios في هامبورغ-روتينباوم"
"In 2011, Kidsgrove Athletic FC (previously known as Catania FC) competed in the Southern League Premier Division with their ground located at Orizona. That year, Albion Sports AFc emerged as the champions of the league. The football club, which has a membership of approximately 41.85 billion, is headquartered at Sharks Stadium.",.في عام 2011، تنافس نادي كيدزجروف أثليتيك لكرة القدم (المعروف سابقًا باسم نادي كاتانيا لكرة القدم) في الدوري الممتاز للرابطة الجنوبية، وكان ملعبه يقع في أريزونا. وفي ذلك العام، برز نادي ألبيون سبورتس لكرة القدم بطلًا لتلك الدوري. يقع مقر نادي كرة القدم، الذي يضم حوالي 41.85 مليار عضو، في ملعب شاركس.
"Fuerte Esperanza, located in the United States, has a population density of 0.004319 people per square kilometer and is at an elevation of 98,335,200,000.0 meters above sea level. Its time zone is UTC-07:00.",".فويرتي إسبيرانزا، الواقعة في الولايات المتحدة، تبلغ كثافتها السكانية 0.004319 شخص لكل كيلومتر مربع، وترتفع عن مستوى البحر بمقدار 98,335,200,000.0 متر. المنطقة الزمنية هي UTC-07:00"
"West Bromwich Albion FC participates in the Russian Women's Football Championship and is commonly known as ""Southern sludge.""","يشارك نادي ويست بروميتش ألبيون لكرة القدم في بطولة روسيا لكرة القدم للسيدات، ويُعرف باسم ""الطمي الجنوبي""."
Carl Sagan is known for his work in stochastic programming.,.كارل ساجان معروف بعمله في البرمجة الاحتمالية
"The album ""Frise"" by The Futureheads was released on December 9, 1991, produced by The Futureheads, and published under Buddah Records.",".ألبوم ""فرايز"" لفرقة ذا فيوتشرهيدز الذي صدر في 9 ديسمبر 1991، من إنتاج الفرقة نفسها، ونشرته شركة بوذا للتسجيلات"
"Nicolas Maurice-Belay was born on October 16, 2001, in the Icelandic Commonwealth. He passed away on June 1, 2009.",ولد نيكولاس موريس-بيلاي في 16 أكتوبر 2001 في الكومنولث الأيسلندي. توفي في 1 يونيو 2009.
Rolf Turkka holds Mexican citizenship and currently holds the title of a trainee in the Mexican leadership.,يحمل رولف توركا الجنسية المكسيكية، ويحمل حاليًا لقب متدرب في القيادة المكسيكية.
"Annelise Coberger and Adolf Hitler are the directors of the film ""Top Secret,"" which has an imdbId of 98.0 and was written by Adolf Hitler. Or: ""Top Secret"" is a film with an imdbId of 98.0, directed by Annelise Coberger and Adolf Hitler, and written by Adolf Hitler.",".أنييليس كوبرجر وأدولف هتلر هما مخرجا فيلم ""توب سيكريت"" الذي يحمل رقم 98.0 على IMDb، وكتبه أدولف هتلر"
"Klavdiya Tochonova was born on November 20, 1894. She died on January 1, 1958, in Palma de Mallorca, but later her remains were moved to the United States.",ولدت كلافديا توشونوفا في 20 نوفمبر 1894. وتوفيت في 1 يناير 1958 في بالما دي مايوركا، ولكن تم نقل رفاتها لاحقًا إلى الولايات المتحدة.
"Sarzeda, with a population of 1,147, is led by Grégory Sertic. The time zone of this location is UTC-09:30.",سارزيدا، التي يبلغ عدد سكانها 1147 نسمة، يقودها جريجوري سيرتيك. المنطقة الزمنية لهذا الموقع هي UTC-09: 30.
"The album ""Good Apollo I'm Burning Star IV Volume One: From Fear Through the Eyes of Madness"" was produced. (No further information provided in the input triples.)",".تم إنتاج الألبوم ""جود أبولو، آيم بورنينغ ستار آيف فولوم وان: فروم فير ثرو ذا آيز أوف مادنس"""
"The song ""Mermaid (Train song)"" was followed by ""New Theatres"" and was produced by Espionage production team. Adolf Hitler wrote the lyrics for this song.",".أعقبت أغنية ""حورية البحر (أغنية القطار)"" أغنية ""المسارح الجديدة"" وأنتجها فريق إنتاج التجسس. وكتب أدولف هتلر كلمات هذه الأغنية"
Edgar Allan Poe was active in music starting from the year 1590. He was known to play the instrument Omertà and was associated with the musical group Qara'unas. His genre of music was described as descant.,كان إدغار آلان بو نشطًا في مجال الموسيقى بدءًا من عام 1590. وكان معروفًا بعزفه على آلة أوميرتا، وارتبط بالفرقة الموسيقية قرة أوناس. وقد وُصف نوع الموسيقى التي يقدمها بأنها ديسكانت.
The University of Nice Sophia Antipolis has approximately 610 undergraduate students and 1008 doctoral students.,يضم جامعة نيس صوفيا انتيبوليس ما يقرب من 610 طالبًا جامعيًا و1008 طالب دكتوراه.
"Cooper Union is a university located in Hamamatsu city. It was given the technical campus status by the Salzburg Festival, and is now affiliated with Nayoro City University.",تقع جامعة كوبر يونيون في مدينة هاماماتسو. وقد منحها مهرجان سالزبورغ وضع الحرم الجامعي الفني، وهي الآن تابعة لجامعة نايورو سيتي.
